run_id,stage,name,method,seed,n_steps,n_replicas,a,fr_rate,target_ema_rate,max_event_fraction,fr_every,fr_start_steps,score_clip,config_hash,core_version,had_nan,total_replacement_events,l2_f,l2_fp,integrated_l2_f,l2_f_compact,l2_f_transition,l2_f_stretched,l2_fp_compact,l2_fp_transition,l2_fp_stretched,final_ancestor_ess,final_n_unique_ancestor,runtime_seconds,wall_seconds
difficulty_replicas__abf__seed4__N2048__T250000__a1.5__80b830fb75a8,difficulty_replicas,abf,abf,4,250000,2048,1.5,0.0,0.005,0.02,5,20000,2.0,0a75efb9272a,wca_prod_v1,False,0,0.08495213184334063,0.31845356132426483,61.64112826534218,0.1193568356244211,0.03814213962849018,0.09195179824718097,0.3458294781682398,0.3840683879714917,0.1339522083381263,nan,2048,592.0297542498447,592.0344973122701
difficulty_replicas__abf__seed4__N256__T250000__a1.5__52215021360f,difficulty_replicas,abf,abf,4,250000,256,1.5,0.0,0.005,0.02,5,20000,2.0,f952f5b3b2e7,wca_prod_v1,False,0,0.07613707926957707,0.2988494487879437,66.10206521008803,0.10774558941657562,0.03222024194500758,0.08270008583352295,0.35622615624814713,0.33947434982039515,0.12645564744489998,nan,256,437.9943594667129,437.99901648797095
difficulty_replicas__abf__seed4__N512__T250000__a1.5__6182bb6379c9,difficulty_replicas,abf,abf,4,250000,512,1.5,0.0,0.005,0.02,5,20000,2.0,7a82a46d1403,wca_prod_v1,False,0,0.07357881875272929,0.28952712469185005,59.96789355810874,0.10410838227531767,0.03294484182429035,0.07883024713465207,0.3172717554214771,0.34515100228679746,0.13114100878330892,nan,512,370.9948718138039,370.9995705448091
difficulty_replicas__fr_est_tuned__seed0__N1024__T250000__a1.5__57cdbb8d19a6,difficulty_replicas,fr_est_tuned,fr_estimated,0,250000,1024,1.5,0.1,0.005,0.02,5,20000,2.0,0d55124d2fc4,wca_prod_v1,False,4906,0.03803599421036128,0.24782128782899535,43.02732339300183,0.05678042879634917,0.030773054947090227,0.020378011260761282,0.2701918285773721,0.3027110567000091,0.0943323734178659,80.04396946564886,160,426.1975366687402,426.20239822007716
difficulty_replicas__fr_est_tuned__seed0__N2048__T250000__a1.5__93a25d408553,difficulty_replicas,fr_est_tuned,fr_estimated,0,250000,2048,1.5,0.1,0.005,0.02,5,20000,2.0,b861b1f1db42,wca_prod_v1,False,9632,0.03877756662236474,0.2504002814304272,44.00264345757799,0.05824315979654897,0.02860402763224452,0.025021227248888434,0.2776906532479612,0.30760969551698075,0.07071124648271405,161.33179475344258,318,767.5492554921657,767.5541369039565
difficulty_replicas__fr_est_tuned__seed0__N256__T250000__a1.5__def07f3ef9e5,difficulty_replicas,fr_est_tuned,fr_estimated,0,250000,256,1.5,0.1,0.005,0.02,5,20000,2.0,25da28ba6c29,wca_prod_v1,False,1298,0.03200929452167281,0.23040468585155313,47.967102442588526,0.04699277860062765,0.027247834438708058,0.016240495148967495,0.23653650558774542,0.2855554212577265,0.10996326596762662,21.291747888239115,42,548.649936101865,548.6547274026088
difficulty_replicas__fr_est_tuned__seed0__N512__T250000__a1.5__ba2b2c98d1ad,difficulty_replicas,fr_est_tuned,fr_estimated,0,250000,512,1.5,0.1,0.005,0.02,5,20000,2.0,243b28f3f4c2,wca_prod_v1,False,2565,0.03161719130147608,0.24035473835851107,43.77245189538478,0.04568408000747523,0.02967786515893715,0.010885715522641842,0.2687559446615728,0.2906437514012836,0.08820089982096997,46.23350970017637,79,579.5965008661151,579.6013420769013
difficulty_replicas__fr_est_tuned__seed1__N1024__T250000__a1.5__05cfcc26073c,difficulty_replicas,fr_est_tuned,fr_estimated,1,250000,1024,1.5,0.1,0.005,0.02,5,20000,2.0,f673500c1b49,wca_prod_v1,False,4856,0.033675360378226195,0.2451374019354132,43.234187060509186,0.04907065545338084,0.030348368111593887,0.01404853313570981,0.2574319147078132,0.30527157712571223,0.09518052825948176,92.02878708091978,165,571.7549444320612,571.7598585430533
difficulty_replicas__fr_est_tuned__seed1__N2048__T250000__a1.5__b64ed4ee1ca7,difficulty_replicas,fr_est_tuned,fr_estimated,1,250000,2048,1.5,0.1,0.005,0.02,5,20000,2.0,40b35ab813ae,wca_prod_v1,False,9922,0.036987012622689316,0.24961090109243356,40.34418611899473,0.05489618198859468,0.030579837327999942,0.019260773888883097,0.26864115417284257,0.3050463667528961,0.105897356429111,171.64445899492551,319,759.6174346674234,759.6222132188268
difficulty_replicas__fr_est_tuned__seed1__N256__T250000__a1.5__2c942a0e9a62,difficulty_replicas,fr_est_tuned,fr_estimated,1,250000,256,1.5,0.1,0.005,0.02,5,20000,2.0,8c37f3d8795c,wca_prod_v1,False,1366,0.03952360301204325,0.2574649023524783,44.42501117230762,0.0589025404870015,0.031990259607007125,0.021755362251765338,0.2698467175277741,0.32452678467934803,0.07870352181952092,15.799421407907426,33,419.5694526969455,419.5743407779373
difficulty_replicas__fr_est_tuned__seed1__N512__T250000__a1.5__4a2415f972aa,difficulty_replicas,fr_est_tuned,fr_estimated,1,250000,512,1.5,0.1,0.005,0.02,5,20000,2.0,18cd4835300b,wca_prod_v1,False,2563,0.036752427914324086,0.2552094423214565,50.57833953203494,0.05367235657021384,0.03321348708281872,0.014536020677202123,0.28013526928667526,0.3054103206420456,0.11583495758616062,35.85120350109409,71,427.49656769027933,427.5012246319093
difficulty_replicas__fr_est_tuned__seed2__N1024__T250000__a1.5__5fb835034bb3,difficulty_replicas,fr_est_tuned,fr_estimated,2,250000,1024,1.5,0.1,0.005,0.02,5,20000,2.0,4c3f16c6f743,wca_prod_v1,False,5071,0.03572012594123221,0.25626581881134886,38.19833477430462,0.05214140438019316,0.03204390823371888,0.01496684606465534,0.27662601476847,0.3125077523529293,0.10950433580937077,79.6548161652993,153,576.3582483748905,576.3629295784049
difficulty_replicas__fr_est_tuned__seed2__N2048__T250000__a1.5__65fcfe48303f,difficulty_replicas,fr_est_tuned,fr_estimated,2,250000,2048,1.5,0.1,0.005,0.02,5,20000,2.0,1cca866299c6,wca_prod_v1,False,9611,0.03570954331587038,0.24675656079323927,41.88411958023332,0.052695187324186696,0.030697053605007855,0.016807092387924837,0.2619938974709329,0.3063114155575523,0.09346022002849702,172.03872026251025,322,737.1143249720335,737.1189619228244
difficulty_replicas__fr_est_tuned__seed2__N256__T250000__a1.5__07d758f90ef9,difficulty_replicas,fr_est_tuned,fr_estimated,2,250000,256,1.5,0.1,0.005,0.02,5,20000,2.0,36a6bddc63c6,wca_prod_v1,False,1414,0.04331941106585776,0.2719814002373366,56.66959422604333,0.06489780364223317,0.03315815450534827,0.0261835282649805,0.3184421128228976,0.31949767663828155,0.09658296699611588,16.566228513650152,32,592.3953083339147,592.3998975660652
difficulty_replicas__fr_est_tuned__seed2__N512__T250000__a1.5__fc656527bf26,difficulty_replicas,fr_est_tuned,fr_estimated,2,250000,512,1.5,0.1,0.005,0.02,5,20000,2.0,87af83244b36,wca_prod_v1,False,2512,0.037704668231761655,0.2702134544096138,46.65858227361307,0.053835544118790525,0.03592901261668037,0.013360199697831487,0.2797807210819117,0.3380478724922911,0.10961697270516102,46.266148958701024,79,564.0560015360825,564.0606970367953
difficulty_replicas__fr_est_tuned__seed3__N1024__T250000__a1.5__64360b4522a6,difficulty_replicas,fr_est_tuned,fr_estimated,3,250000,1024,1.5,0.1,0.005,0.02,5,20000,2.0,640af17db2a6,wca_prod_v1,False,4921,0.034338779186760954,0.24810390043412084,40.76549834832796,0.04964392510551712,0.03191419491462114,0.012587357645549132,0.272240435172124,0.29904504468044296,0.10847452415521866,90.8802218755417,171,590.4401289597154,590.4447015509941
difficulty_replicas__fr_est_tuned__seed3__N2048__T250000__a1.5__6c7642bd0a09,difficulty_replicas,fr_est_tuned,fr_estimated,3,250000,2048,1.5,0.1,0.005,0.02,5,20000,2.0,f065a04c0f51,wca_prod_v1,False,9902,0.03649880236671729,0.24558430270628995,40.14727133222539,0.05375364950151619,0.03159908344438881,0.016941079485582603,0.26224371674629654,0.3021473174005139,0.10008642650220945,191.60822293284605,329,594.5966986422427,594.6012730132788
difficulty_replicas__fr_est_tuned__seed3__N256__T250000__a1.5__76f9bc00167c,difficulty_replicas,fr_est_tuned,fr_estimated,3,250000,256,1.5,0.1,0.005,0.02,5,20000,2.0,43c1852f6d18,wca_prod_v1,False,1351,0.03837334536157368,0.25372978382986844,44.824462680773955,0.057593417069763835,0.02840926859156827,0.0246407062732795,0.27439175000106925,0.31247941313387645,0.09145349689370558,22.614216701173223,39,424.77471553580835,424.77939187688753
difficulty_replicas__fr_est_tuned__seed3__N512__T250000__a1.5__8c79a35c6e60,difficulty_replicas,fr_est_tuned,fr_estimated,3,250000,512,1.5,0.1,0.005,0.02,5,20000,2.0,e1985bd753c5,wca_prod_v1,False,2581,0.042190142293444206,0.26742833257033927,46.26593630091389,0.06308557598793166,0.034813138916177835,0.02096436742997268,0.31050204276800586,0.31178822877571094,0.10836987726404772,45.21283201103829,74,570.7300886237063,570.7347077252343
difficulty_replicas__fr_est_tuned__seed4__N1024__T250000__a1.5__053836ab9b62,difficulty_replicas,fr_est_tuned,fr_estimated,4,250000,1024,1.5,0.1,0.005,0.02,5,20000,2.0,fc5da7766060,wca_prod_v1,False,5115,0.02802525535699163,0.23146702021117338,33.73074859545254,0.03989585534462794,0.02706727889257473,0.009138558648393911,0.2570307055468517,0.2796986832670274,0.09349816327288621,73.63595505617978,152,559.9600180941634,559.964574126061
difficulty_replicas__fr_est_tuned__seed4__N2048__T250000__a1.5__231da003e70c,difficulty_replicas,fr_est_tuned,fr_estimated,4,250000,2048,1.5,0.1,0.005,0.02,5,20000,2.0,58b396883f21,wca_prod_v1,False,9886,0.03803590467055277,0.2537763467684888,43.76084472937801,0.056530098775962115,0.03227806959966936,0.017785151543382307,0.28565519329088246,0.30520576046952635,0.09286839931520922,167.77216,317,777.3194849011488,777.3240583930165
difficulty_replicas__fr_est_tuned__seed4__N256__T250000__a1.5__844a764abe44,difficulty_replicas,fr_est_tuned,fr_estimated,4,250000,256,1.5,0.1,0.005,0.02,5,20000,2.0,17cb25a37f45,wca_prod_v1,False,1348,0.046313757089927306,0.2732531185919155,52.912748322111426,0.06989126951307052,0.035364840280736366,0.027096841812128528,0.30714071420529393,0.3317770555384411,0.08085151902124274,20.924648786717754,39,569.1579042589292,569.1626010108739
difficulty_replicas__fr_est_tuned__seed4__N512__T250000__a1.5__37e46c78d610,difficulty_replicas,fr_est_tuned,fr_estimated,4,250000,512,1.5,0.1,0.005,0.02,5,20000,2.0,384c4dfce248,wca_prod_v1,False,2530,0.040358748566328435,0.2663291687510183,44.807645666453105,0.05930579370895933,0.03523668296442771,0.018426455709317294,0.2875811417055936,0.32572634021744384,0.1079746174207746,41.76927979604844,75,571.1331501803361,571.1377367218956
failure__abf__seed0__N1024__T150000__a1.5__d0a0a9822016,failure,abf,abf,0,150000,1024,1.5,0.0,0.005,0.02,5,20000,2.0,204967f3985a,wca_prod_v1,False,0,0.08376892581636973,0.31906181027116604,44.280514352003905,0.11826248866246333,0.03973522037298397,0.08856047034773877,0.3400259239174507,0.3977978359144722,0.09610893821351371,nan,1024,247.10270715272054,247.11430545616895
failure__abf__seed1__N1024__T150000__a1.5__ebdc8d15eb88,failure,abf,abf,1,150000,1024,1.5,0.0,0.005,0.02,5,20000,2.0,4bab5f938794,wca_prod_v1,False,0,0.0931919404375246,0.33535188609328964,51.92219500123381,0.13104693231047954,0.04294015187362073,0.09996421148816641,0.3721341777805913,0.4069106923079254,0.1001136526375062,nan,1024,279.17493796907365,279.1857614531182
failure__abf__seed2__N1024__T150000__a1.5__ded9870a2050,failure,abf,abf,2,150000,1024,1.5,0.0,0.005,0.02,5,20000,2.0,f72d9aa684fa,wca_prod_v1,False,0,0.0915731922569772,0.34419780244466813,47.72625225779102,0.1309864646106378,0.04389466632022237,0.09426033432483807,0.3903396780416224,0.4134259870712281,0.09616175117384519,nan,1024,258.8936704178341,258.9058336620219
failure__abf__seed42__N1024__T150000__a1.5__440d496a0e63,failure,abf,abf,42,150000,1024,1.5,0.0,0.005,0.02,5,20000,2.0,36a70b61b088,wca_prod_v1,False,0,0.09213860514272519,0.33074245468133234,48.426611583255955,0.12833965005747136,0.04174626012050696,0.10094002576457878,0.3493475811921713,0.4052319085333649,0.1381981464390725,nan,1024,254.69024399016052,254.70137733360752
failure__sweep_fr_rate_0.03__seed0__N1024__T150000__a1.5__cf8be59d2d72,failure,sweep_fr_rate_0.03,fr_estimated,0,150000,1024,1.5,0.03,0.005,0.02,5,20000,2.0,eafd39a49147,wca_prod_v1,False,956,0.07137293482463374,0.30695368912995175,47.354005090327554,0.10324854551969244,0.03632752648581268,0.07031126320209467,0.3353504844172024,0.37986845995330065,0.0760672447457971,341.5557003257329,534,337.08736231410876,337.0991919692606
failure__sweep_fr_rate_0.03__seed1__N1024__T150000__a1.5__1e1f563eff0d,failure,sweep_fr_rate_0.03,fr_estimated,1,150000,1024,1.5,0.03,0.005,0.02,5,20000,2.0,7c7d0b32c387,wca_prod_v1,False,902,0.06799625423525174,0.2867208010297338,44.30428684641308,0.0985056288638083,0.03431608661171031,0.06717125411267552,0.3020573120547445,0.3576252423333266,0.09751049461106746,331.617963314358,533,260.2900366317481,260.3005287060514
failure__sweep_fr_rate_0.03__seed2__N1024__T150000__a1.5__1e6026d19b18,failure,sweep_fr_rate_0.03,fr_estimated,2,150000,1024,1.5,0.03,0.005,0.02,5,20000,2.0,fce0fdf7acd7,wca_prod_v1,False,921,0.07535912098337115,0.30170336919804486,43.28730745666055,0.1077449218277922,0.037022391778645164,0.07698745685111408,0.328043140249148,0.37274764547803757,0.0857391489740545,299.42204454597373,512,249.77870153123513,249.78953062463552
failure__sweep_fr_rate_0.03__seed42__N1024__T150000__a1.5__5e2d6bacd9d7,failure,sweep_fr_rate_0.03,fr_estimated,42,150000,1024,1.5,0.03,0.005,0.02,5,20000,2.0,193d59252534,wca_prod_v1,False,958,0.074107212678306,0.31191582466024764,42.17460168575471,0.10847781651286709,0.04058108282370906,0.06893722602779621,0.3572299884258484,0.3768162942875452,0.06868246179736835,346.06468646864687,531,337.72309468034655,337.7273601619527
failure__sweep_fr_rate_0.05__seed0__N1024__T150000__a1.5__30034e29d2b2,failure,sweep_fr_rate_0.05,fr_estimated,0,150000,1024,1.5,0.05,0.005,0.02,5,20000,2.0,bc46216d2c10,wca_prod_v1,False,1512,0.060734041810983214,0.2788803239643424,42.08434177884306,0.088782951577059,0.033072900298836194,0.056810203409369396,0.3085715989917015,0.34564898375539427,0.054594594298292366,228.74694589877836,397,379.0446423687972,379.0482456898317
failure__sweep_fr_rate_0.05__seed1__N1024__T150000__a1.5__8b0bb213ff3b,failure,sweep_fr_rate_0.05,fr_estimated,1,150000,1024,1.5,0.05,0.005,0.02,5,20000,2.0,7618852a6f54,wca_prod_v1,False,1462,0.06436086195269006,0.29496280547727594,40.42594369343038,0.09485561226812912,0.036850250259103844,0.05739417525189194,0.3260543457366237,0.3652490002272392,0.0578066492041755,254.75607385811466,405,345.5613900925964,345.565454473719
failure__sweep_fr_rate_0.05__seed2__N1024__T150000__a1.5__a46a2b04d51c,failure,sweep_fr_rate_0.05,fr_estimated,2,150000,1024,1.5,0.05,0.005,0.02,5,20000,2.0,4b68d7fbac09,wca_prod_v1,False,1506,0.06660952872029023,0.2897250693026005,39.48969496456022,0.09766848753860208,0.03558506358570921,0.06250900700145798,0.33272412275405344,0.347063600478408,0.07893720067855327,258.1427868045298,418,353.45876694563776,353.4624683880247
failure__sweep_fr_rate_0.05__seed42__N1024__T150000__a1.5__ced41bcbe3dc,failure,sweep_fr_rate_0.05,fr_estimated,42,150000,1024,1.5,0.05,0.005,0.02,5,20000,2.0,95610b69474a,wca_prod_v1,False,1558,0.06381169610348877,0.3042470084836321,38.31547007331424,0.09502311178885121,0.036349470144327094,0.05561107682085913,0.34467191791938917,0.36966493195957745,0.06476260870020802,231.16754850088182,385,334.9141151360236,334.9177408469841
failure__sweep_fr_rate_0.1__seed0__N1024__T150000__a1.5__d167fc4333e7,failure,sweep_fr_rate_0.1,fr_estimated,0,150000,1024,1.5,0.1,0.005,0.02,5,20000,2.0,0262aefc1d4f,wca_prod_v1,False,2990,0.0328999951073983,0.2458814638762,31.540498845876172,0.04865682040149953,0.027201455023981653,0.017804976681444123,0.2593485572681186,0.3108789584447265,0.0711418264718112,138.00684390629112,242,264.1390981404111,264.1427119211294
failure__sweep_fr_rate_0.1__seed1__N1024__T150000__a1.5__f400aadf2638,failure,sweep_fr_rate_0.1,fr_estimated,1,150000,1024,1.5,0.1,0.005,0.02,5,20000,2.0,23dc4493335c,wca_prod_v1,False,2818,0.03869149105970395,0.26223049220917427,36.99365458945101,0.057939557881694116,0.031146791878109596,0.020712734099802413,0.29930438753117095,0.31434472915358064,0.08258984022347257,141.85281385281385,250,250.23814065707847,250.24170375801623
failure__sweep_fr_rate_0.1__seed2__N1024__T150000__a1.5__0520641a686f,failure,sweep_fr_rate_0.1,fr_estimated,2,150000,1024,1.5,0.1,0.005,0.02,5,20000,2.0,49310c82b036,wca_prod_v1,False,2851,0.03950015437791731,0.2463179381811361,30.5526903144242,0.05882140326514753,0.0319594284395827,0.021533059543404596,0.25861819205292375,0.3075715447715228,0.0924199293900323,130.84302470676317,223,339.31952462205663,339.3230307539925
failure__sweep_fr_rate_0.1__seed42__N1024__T150000__a1.5__03512b93a79e,failure,sweep_fr_rate_0.1,fr_estimated,42,150000,1024,1.5,0.1,0.005,0.02,5,20000,2.0,9e71b7737079,wca_prod_v1,False,2864,0.04366807062986084,0.26119553974254245,34.86843383579576,0.06542768010389353,0.03419804164294441,0.02502611576579321,0.28952013400771626,0.3200472539118544,0.07902499235675604,137.35603877390622,255,358.07171769300476,358.07512533385307
failure__sweep_fr_rate_0.2__seed0__N1024__T150000__a1.5__bc901c8d2720,failure,sweep_fr_rate_0.2,fr_estimated,0,150000,1024,1.5,0.2,0.005,0.02,5,20000,2.0,650356edba17,wca_prod_v1,False,4943,0.031221667301613635,0.25617460992965085,28.59522277773733,0.01453004148915319,0.03662120122014272,0.03559956118127925,0.2223910640835312,0.314430278175757,0.19415927647473136,92.76150035385704,158,340.09173362515867,340.095253536012
failure__sweep_fr_rate_0.2__seed1__N1024__T150000__a1.5__c6a102c69a2f,failure,sweep_fr_rate_0.2,fr_estimated,1,150000,1024,1.5,0.2,0.005,0.02,5,20000,2.0,669c94dfe046,wca_prod_v1,False,4998,0.03327124765601955,0.2588386598464948,27.78693316370752,0.021191436453409117,0.03892312292380185,0.03522464340522714,0.25163622037115624,0.2928360535587067,0.21652334927419084,76.65029239766082,149,351.72340613696724,351.72684898786247
failure__sweep_fr_rate_0.2__seed2__N1024__T150000__a1.5__9d5ca8388017,failure,sweep_fr_rate_0.2,fr_estimated,2,150000,1024,1.5,0.2,0.005,0.02,5,20000,2.0,37399aa30c5c,wca_prod_v1,False,5051,0.03470611543978054,0.2644020337551715,34.01497081138444,0.012652475424736489,0.03930016973696954,0.04270592091424809,0.22002187959257893,0.31788961317470493,0.22503999135888414,83.7922326993767,155,336.23337477399036,336.23674344597384
failure__sweep_fr_rate_0.2__seed42__N1024__T150000__a1.5__6e6f6679b766,failure,sweep_fr_rate_0.2,fr_estimated,42,150000,1024,1.5,0.2,0.005,0.02,5,20000,2.0,11d372b97ae5,wca_prod_v1,False,5124,0.02968986427058284,0.25423661246876533,25.812756517083553,0.01945487665246596,0.034414137474593744,0.03158964737684982,0.25274459088711915,0.2875448230378003,0.20700645277224156,72.44548846206992,145,266.23061589105055,266.2340243528597
failure__sweep_fr_rate_0.5__seed0__N1024__T150000__a1.5__b5e7ddf1e7c8,failure,sweep_fr_rate_0.5,fr_estimated,0,150000,1024,1.5,0.5,0.005,0.02,5,20000,2.0,5e09f1c4b70e,wca_prod_v1,False,9551,0.07989413923151514,0.35383941740788727,35.02573632536801,0.05747366910277762,0.05614239620624129,0.11918424000980132,0.18632019580928383,0.37340049711631007,0.4453142327218405,36.91649063512181,68,252.6171350660734,252.620525195729
failure__sweep_fr_rate_0.5__seed1__N1024__T150000__a1.5__6e5cdd91ddb5,failure,sweep_fr_rate_0.5,fr_estimated,1,150000,1024,1.5,0.5,0.005,0.02,5,20000,2.0,8be0758a909d,wca_prod_v1,False,9521,0.07315761069984594,0.3552580151079893,39.64948353266257,0.04044616236701895,0.05812834272833322,0.10962675797429597,0.21700597997484905,0.36802605508446473,0.4433279273946587,47.75806157770086,83,340.9745820350945,340.97796216607094
failure__sweep_fr_rate_0.5__seed2__N1024__T150000__a1.5__d7df3ef5c33c,failure,sweep_fr_rate_0.5,fr_estimated,2,150000,1024,1.5,0.5,0.005,0.02,5,20000,2.0,64ded43a7a93,wca_prod_v1,False,9687,0.0829453303907444,0.36834192817363565,36.33240782910805,0.05760817240370506,0.05804550327130939,0.12490816672840975,0.17377387708012795,0.3692080181881856,0.49402865420820374,47.24592232134811,85,373.32207456510514,373.3254695259966
failure__sweep_fr_rate_0.5__seed42__N1024__T150000__a1.5__d42703d634f1,failure,sweep_fr_rate_0.5,fr_estimated,42,150000,1024,1.5,0.5,0.005,0.02,5,20000,2.0,60ab4f8109bc,wca_prod_v1,False,9736,0.07897306015108388,0.35698608431394097,36.929742570915515,0.05408320128124091,0.05650797753260453,0.11845839024639046,0.17930014837686573,0.3708184383454933,0.460945169332812,42.56275369378146,82,344.28449324006215,344.2878752811812
failure__sweep_fr_rate_1__seed0__N1024__T150000__a1.5__1134d7062b85,failure,sweep_fr_rate_1,fr_estimated,0,150000,1024,1.5,1.0,0.005,0.02,5,20000,2.0,31ca9fe76310,wca_prod_v1,False,15261,0.12580789847644708,0.5047406281328627,47.828916319920516,0.09717597917403639,0.07965486222289779,0.18984328060059372,0.18016565136017276,0.46643586094802025,0.7313122900990174,22.409300735168404,49,358.0196282463148,358.02303326688707
failure__sweep_fr_rate_1__seed1__N1024__T150000__a1.5__c7764556f648,failure,sweep_fr_rate_1,fr_estimated,1,150000,1024,1.5,1.0,0.005,0.02,5,20000,2.0,f565bfd68f9f,wca_prod_v1,False,15304,0.13437527700350463,0.5192715295031188,43.98897460014502,0.10926088906323518,0.08393565984291478,0.20053143783548547,0.14978524664174223,0.5117486047345864,0.730037148781622,27.036303630363037,49,339.22475428087637,339.22808437095955
failure__sweep_fr_rate_1__seed2__N1024__T150000__a1.5__c1ad1aa40edb,failure,sweep_fr_rate_1,fr_estimated,2,150000,1024,1.5,1.0,0.005,0.02,5,20000,2.0,48216f2653fb,wca_prod_v1,False,15298,0.12032605345860171,0.49098708237069744,51.64336059210785,0.08899173483499023,0.07863582029264408,0.18205196404560567,0.19504284256291862,0.4534372737366023,0.7067661752041067,24.27933685282949,47,268.73092645965517,268.7342984811403
failure__sweep_fr_rate_1__seed42__N1024__T150000__a1.5__19a94bd05234,failure,sweep_fr_rate_1,fr_estimated,42,150000,1024,1.5,1.0,0.005,0.02,5,20000,2.0,2cb944df231f,wca_prod_v1,False,15428,0.11914922358819174,0.48616647213074754,41.376380714101025,0.09389247058649255,0.07492090680347377,0.17917047100482042,0.15992617263077444,0.45347494195069915,0.7042466791945031,29.20824512534819,45,253.5718787801452,253.57521230122074
failure__sweep_fr_rate_2__seed0__N1024__T150000__a1.5__d59eb2f6c451,failure,sweep_fr_rate_2,fr_estimated,0,150000,1024,1.5,2.0,0.005,0.02,5,20000,2.0,a66c26c5e7df,wca_prod_v1,False,23872,0.15294732568432878,0.6139418122918308,47.88669828205597,0.12426196305102569,0.09107741407362081,0.2308821895150482,0.14246880681236312,0.5230961717519298,0.9422020133408481,20.01328396381265,37,343.82331370329484,343.8267221041024
failure__sweep_fr_rate_2__seed1__N1024__T150000__a1.5__1668d4bab75e,failure,sweep_fr_rate_2,fr_estimated,1,150000,1024,1.5,2.0,0.005,0.02,5,20000,2.0,3df3bedc07c8,wca_prod_v1,False,24624,0.14938578643552686,0.6160763619642989,49.92515258111243,0.11017191008890298,0.09489709517301177,0.22785065452269823,0.17392772488396244,0.5162103746883934,0.9471436692882148,18.297839667748576,32,381.432877431158,381.4362332317978
failure__sweep_fr_rate_2__seed2__N1024__T150000__a1.5__52c7f05ab163,failure,sweep_fr_rate_2,fr_estimated,2,150000,1024,1.5,2.0,0.005,0.02,5,20000,2.0,6175afdb7cab,wca_prod_v1,False,24603,0.15334707988071147,0.6216800224657172,48.18767482215327,0.12216776146152993,0.09125286733781571,0.23286882941050882,0.14103647632734082,0.5174129164375436,0.9639573843222234,20.47280253036042,33,361.4814499518834,361.4848331329413
failure__sweep_fr_rate_2__seed42__N1024__T150000__a1.5__0aff6a2a9cff,failure,sweep_fr_rate_2,fr_estimated,42,150000,1024,1.5,2.0,0.005,0.02,5,20000,2.0,a59de195c065,wca_prod_v1,False,24802,0.15531369310009197,0.6240526551140023,51.865968894500426,0.12105891395290931,0.09500848471966641,0.2357679596059037,0.14309037678719053,0.5320016935599986,0.9579824612232909,23.740626698061945,37,356.19074013410136,356.19412334496155
main__abf__seed0__N1024__T250000__a1.5__0abe9ab54740,main,abf,abf,0,250000,1024,1.5,0.0,0.005,0.02,5,20000,2.0,64d9b8141af2,wca_prod_v1,False,0,0.08533325588068168,0.324302723464048,61.96586083786033,0.1214392083808296,0.040056822366976504,0.0892645473346201,0.3712311500657213,0.3864760712801362,0.10267384104210547,nan,1024,412.53164793597534,412.543818090111
main__abf__seed123__N1024__T250000__a1.5__969346528f6d,main,abf,abf,123,250000,1024,1.5,0.0,0.005,0.02,5,20000,2.0,b633fb1f38d2,wca_prod_v1,False,0,0.08190214389269272,0.32191427914212806,69.0513372945456,0.11696838938868057,0.03877326444322172,0.084881912890129,0.35166939166111627,0.39393274008680773,0.10403973960633439,nan,1024,405.27686477126554,405.28899741498753
main__abf__seed1__N1024__T250000__a1.5__00108561453b,main,abf,abf,1,250000,1024,1.5,0.0,0.005,0.02,5,20000,2.0,244f39365a88,wca_prod_v1,False,0,0.0853671239687684,0.3221559927539359,65.83805185300301,0.12103820675299075,0.038845125181829795,0.0906949012595976,0.35699220892522754,0.38632237661456614,0.12564030315121139,nan,1024,463.8172191409394,463.8304366040975
main__abf__seed2__N1024__T250000__a1.5__03e03fc4ed58,main,abf,abf,2,250000,1024,1.5,0.0,0.005,0.02,5,20000,2.0,824ee8e495fa,wca_prod_v1,False,0,0.08605234783097793,0.32100402899626646,67.22103525173875,0.12097645076510592,0.03705445052921447,0.09403336028007585,0.35410629707126534,0.3827943737074268,0.1356521369597305,nan,1024,422.1759801218286,422.18924258695915
main__abf__seed3__N1024__T250000__a1.5__7c6713ae9dc2,main,abf,abf,3,250000,1024,1.5,0.0,0.005,0.02,5,20000,2.0,5577b8494802,wca_prod_v1,False,0,0.08467469488890009,0.3301586889067376,64.7134570597253,0.12223978164521043,0.04120090412483198,0.08525586167605863,0.3754684514589491,0.39402648896759945,0.10373730366765348,nan,1024,400.99233026523143,401.0054939701222
main__abf__seed42__N1024__T250000__a1.5__509b5e5e4ee9,main,abf,abf,42,250000,1024,1.5,0.0,0.005,0.02,5,20000,2.0,d99bfc674f38,wca_prod_v1,False,0,0.07527055966062889,0.30058928766016657,59.57072928167216,0.10834756198075765,0.03608870666715749,0.07661827343984863,0.3438909048013348,0.3561033165128922,0.10711664819945986,nan,1024,380.8891817359254,380.902577040717
main__abf__seed4__N1024__T250000__a1.5__2dcbfdb5f87d,main,abf,abf,4,250000,1024,1.5,0.0,0.005,0.02,5,20000,2.0,5da622bbbe18,wca_prod_v1,False,0,0.09069566928363662,0.33531135415430646,62.5764826613733,0.12821519009009336,0.039757179767081735,0.09777144796298443,0.37019367270715864,0.4012247611946961,0.13473616523949175,nan,1024,382.09408734505996,382.1072587100789
