run_id,stage,name,method,seed,n_steps,n_replicas,a,fr_rate,target_ema_rate,max_event_fraction,fr_every,fr_start_steps,score_clip,config_hash,core_version,had_nan,total_replacement_events,l2_f,l2_fp,integrated_l2_f,l2_f_compact,l2_f_transition,l2_f_stretched,l2_fp_compact,l2_fp_transition,l2_fp_stretched,final_ancestor_ess,final_n_unique_ancestor,runtime_seconds,wall_seconds
main__abf__seed5__N1024__T250000__a1.5__13295f3ea323,main,abf,abf,5,250000,1024,1.5,0.0,0.005,0.02,5,20000,2.0,eb492d42bd5c,wca_prod_v1,False,0,0.08164281712544873,0.31613511514421366,62.594195302080344,0.1172826114582128,0.03938170536092972,0.08327045897251818,0.3466986981407585,0.3834353989748679,0.11181775234186461,nan,1024,405.8455370236188,405.8503624657169
main__abf__seed6__N1024__T250000__a1.5__fccdcc0c1618,main,abf,abf,6,250000,1024,1.5,0.0,0.005,0.02,5,20000,2.0,be994b9ba9ce,wca_prod_v1,False,0,0.07848972163258057,0.3146563024865278,53.61436641257302,0.11342835117143432,0.03716761303368636,0.07961319071606887,0.3566450052816801,0.3756873127935782,0.10721178802138809,nan,1024,406.09307086793706,406.0978076211177
main__abf__seed7__N1024__T250000__a1.5__4b451227ab93,main,abf,abf,7,250000,1024,1.5,0.0,0.005,0.02,5,20000,2.0,a20af99388b5,wca_prod_v1,False,0,0.08239629327152276,0.3234850272393713,61.67233047499248,0.11895009745590718,0.038885053542442906,0.08380148943974182,0.37992459639691434,0.37915544658545086,0.09482494910825134,nan,1024,444.90801889589056,444.9132204973139
main__fr_est_aggressive__seed0__N1024__T250000__a1.5__53ac727f2497,main,fr_est_aggressive,fr_estimated,0,250000,1024,1.5,0.5,0.005,0.02,5,20000,2.0,9498ef020dd6,wca_prod_v1,False,17346,0.08353784569024848,0.37355216393524343,48.76739363209656,0.057957677013165974,0.060318404817322924,0.12458616799747738,0.18332015024468026,0.4051305307973409,0.46321488812228023,25.389249394673122,49,583.2663466329686,583.2712940038182
main__fr_est_aggressive__seed123__N1024__T250000__a1.5__fc6c6e2892a6,main,fr_est_aggressive,fr_estimated,123,250000,1024,1.5,0.5,0.005,0.02,5,20000,2.0,7a18339e9d36,wca_prod_v1,False,17412,0.09346371344574055,0.39709985845179324,56.99489784341856,0.06949921238559578,0.06517515805416428,0.13861907553701516,0.18315903144522314,0.4210945090912309,0.5088850142281197,23.619768437176194,46,572.6471194848418,572.6520901364274
main__fr_est_aggressive__seed1__N1024__T250000__a1.5__8778569d7c41,main,fr_est_aggressive,fr_estimated,1,250000,1024,1.5,0.5,0.005,0.02,5,20000,2.0,08c8a807f41a,wca_prod_v1,False,17606,0.09683074907095866,0.38928159445088495,58.15473358711372,0.07574600096549367,0.06581322834042076,0.1427509476671915,0.16833688321961257,0.43067417908254163,0.47935498775170055,23.63893773389242,44,439.66524980496615,439.6702246363275
main__fr_est_aggressive__seed2__N1024__T250000__a1.5__35ca75b6c823,main,fr_est_aggressive,fr_estimated,2,250000,1024,1.5,0.5,0.005,0.02,5,20000,2.0,44e8eaeb169c,wca_prod_v1,False,17589,0.09274894183947434,0.3851328768114376,54.55420590315935,0.06806426444484236,0.06390720307492449,0.1385400272177396,0.16377814500132795,0.41206843695796974,0.4925807484768727,18.859958991330622,38,439.87174961389974,439.8767169867642
main__fr_est_aggressive__seed3__N1024__T250000__a1.5__45de57270676,main,fr_est_aggressive,fr_estimated,3,250000,1024,1.5,0.5,0.005,0.02,5,20000,2.0,9b6eb64758d4,wca_prod_v1,False,17499,0.09554862953738233,0.3839562364338115,56.15089358080602,0.07784486224669146,0.06227798680626984,0.1408832700074435,0.1638543356839197,0.4130602882851416,0.48857596657568825,20.987470477562947,40,568.6803238280118,568.6851207390428
main__fr_est_aggressive__seed42__N1024__T250000__a1.5__9edf24974d5f,main,fr_est_aggressive,fr_estimated,42,250000,1024,1.5,0.5,0.005,0.02,5,20000,2.0,c1962e51f6f4,wca_prod_v1,False,17757,0.09718087953612568,0.3984357477955901,56.339345775760016,0.0726512419821963,0.06759098856131524,0.14400626808035127,0.18951522826232656,0.42743206789854393,0.501635678180825,31.045002368545713,46,565.7613515146077,565.7660743771121
main__fr_est_aggressive__seed4__N1024__T250000__a1.5__aeb47e426424,main,fr_est_aggressive,fr_estimated,4,250000,1024,1.5,0.5,0.005,0.02,5,20000,2.0,028cc5ba5344,wca_prod_v1,False,17701,0.09353335197589542,0.3836425034333732,55.03846519386223,0.0709110582888493,0.06438704566784235,0.13856007366951867,0.17967889592045788,0.41859427437007934,0.4749622602081894,20.70484163968091,44,621.1319447569549,621.1371698188595
main__fr_est_aggressive__seed5__N1024__T250000__a1.5__7e7ecf774b5c,main,fr_est_aggressive,fr_estimated,5,250000,1024,1.5,0.5,0.005,0.02,5,20000,2.0,6c54b6ddb80b,wca_prod_v1,False,17514,0.09388954530971287,0.3924319578842224,56.06211960525916,0.06892042947666066,0.0658203971680806,0.1394471214897308,0.186947160591007,0.4210223492712839,0.49405425269101483,20.44804992199688,41,574.3284046160989,574.3332017380744
main__fr_est_aggressive__seed6__N1024__T250000__a1.5__b7f79588a106,main,fr_est_aggressive,fr_estimated,6,250000,1024,1.5,0.5,0.005,0.02,5,20000,2.0,c8536f07e749,wca_prod_v1,False,17651,0.09162172609648778,0.387237899016811,52.89891470495456,0.06750193064869861,0.064030825212229,0.13609225604358804,0.17116428061328381,0.4148148684552448,0.49392051790612257,31.717362371445855,51,584.5043087829836,584.5089451237582
main__fr_est_aggressive__seed7__N1024__T250000__a1.5__d32faa0aa449,main,fr_est_aggressive,fr_estimated,7,250000,1024,1.5,0.5,0.005,0.02,5,20000,2.0,bc37ddd39d96,wca_prod_v1,False,17384,0.09081701305264504,0.39286466149060056,55.66537406242343,0.06344616706974303,0.06383535058363135,0.13640962554301028,0.18573339333078032,0.4037594090069406,0.5154331071863587,14.64982675757237,40,440.56404760992154,440.568647170905
main__fr_est_gentle__seed0__N1024__T250000__a1.5__35e9d986065d,main,fr_est_gentle,fr_estimated,0,250000,1024,1.5,0.05,0.005,0.02,5,20000,2.0,891874ae213e,wca_prod_v1,False,2557,0.05457561543635901,0.27177226071394994,47.54261547674737,0.08174464722588398,0.033995642108037405,0.04373062195737323,0.31047150512548793,0.32700428492646266,0.07430825182892868,161.71745835903764,282,436.01751347631216,436.02224061684683
main__fr_est_gentle__seed123__N1024__T250000__a1.5__ed520fe6b348,main,fr_est_gentle,fr_estimated,123,250000,1024,1.5,0.05,0.005,0.02,5,20000,2.0,d02a82c7c43c,wca_prod_v1,False,2678,0.05553922625214646,0.2755132887564743,50.082780046944876,0.0827139901566914,0.03313826569063284,0.0468874141559837,0.3146534000266063,0.33324857314798895,0.06905750163464272,145.87868670005565,272,566.4022348038852,566.4068297049962
main__fr_est_gentle__seed1__N1024__T250000__a1.5__a1a8e16cb225,main,fr_est_gentle,fr_estimated,1,250000,1024,1.5,0.05,0.005,0.02,5,20000,2.0,046a2254228c,wca_prod_v1,False,2629,0.051071981216322906,0.2624578249982919,53.76654488081689,0.07610635258227134,0.030912018516416912,0.04262432712798732,0.2964187581857346,0.3220105666696848,0.0537391893004676,166.33502538071065,285,562.8641720707528,562.8687052731402
main__fr_est_gentle__seed2__N1024__T250000__a1.5__19c059f8bc5b,main,fr_est_gentle,fr_estimated,2,250000,1024,1.5,0.05,0.005,0.02,5,20000,2.0,597ceee6a9e7,wca_prod_v1,False,2649,0.05457924877012329,0.26856907411903674,56.57792977435183,0.08148978660800164,0.030838731939357555,0.04754932453247961,0.31618287884602503,0.3188016856410812,0.06207683894961884,148.0621293419938,265,612.2120061470196,612.2167002689093
main__fr_est_gentle__seed3__N1024__T250000__a1.5__cd2fe9452b9b,main,fr_est_gentle,fr_estimated,3,250000,1024,1.5,0.05,0.005,0.02,5,20000,2.0,ae70277dfed1,wca_prod_v1,False,2684,0.05761397828949811,0.28089669603969863,56.80381490427265,0.08515670582227444,0.031701747748047016,0.05216829837552184,0.31310565716369865,0.3454833636144815,0.05802450145243903,144.99115044247787,276,577.7783192680217,577.7830069800839
main__fr_est_gentle__seed42__N1024__T250000__a1.5__a34dcc0c4d8f,main,fr_est_gentle,fr_estimated,42,250000,1024,1.5,0.05,0.005,0.02,5,20000,2.0,9242898bbd00,wca_prod_v1,False,2706,0.050137355142446736,0.26565726858084,48.389298180475144,0.0748848364413044,0.02854692595219868,0.04341730506920263,0.3109589210427321,0.3173110392704836,0.05927570688177634,140.18395721925134,258,574.053453233093,574.0580551237799
main__fr_est_gentle__seed4__N1024__T250000__a1.5__5fb357fb15d8,main,fr_est_gentle,fr_estimated,4,250000,1024,1.5,0.05,0.005,0.02,5,20000,2.0,69af90b03dd6,wca_prod_v1,False,2674,0.057818837053942126,0.2756404306958061,55.942845342143734,0.08558305557395054,0.03290369937444869,0.051232448886893975,0.3216517804250468,0.3292842890361295,0.06270667899515898,155.8988997918525,268,436.16521503496915,436.1698111672886
main__fr_est_gentle__seed5__N1024__T250000__a1.5__3cdc8470222d,main,fr_est_gentle,fr_estimated,5,250000,1024,1.5,0.05,0.005,0.02,5,20000,2.0,d7764ceea7c5,wca_prod_v1,False,2669,0.06331147472833235,0.2887725269151599,55.29065277207802,0.09452064954927812,0.03659782942861363,0.05426074033585512,0.3398711152856468,0.34377611815078274,0.04979445207833263,160.28370528890247,273,439.83028513006866,439.83489718288183
main__fr_est_gentle__seed6__N1024__T250000__a1.5__adbb8c2e7866,main,fr_est_gentle,fr_estimated,6,250000,1024,1.5,0.05,0.005,0.02,5,20000,2.0,e63a3adb6d9c,wca_prod_v1,False,2652,0.05777983664586543,0.28053354748094184,53.05037323893255,0.08572223814676724,0.03261638165141988,0.05110820811806036,0.31966124804210244,0.3408229679615711,0.057211669997098744,159.3580547112462,274,568.2533793221228,568.2579853939824
main__fr_est_gentle__seed7__N1024__T250000__a1.5__fb73facfcb81,main,fr_est_gentle,fr_estimated,7,250000,1024,1.5,0.05,0.005,0.02,5,20000,2.0,9013f3c629c9,wca_prod_v1,False,2731,0.05684350133007365,0.2813359892333948,49.2168120333687,0.08588626991317923,0.03370511138475292,0.04620029275945087,0.33876041630921266,0.32887557850708393,0.06011483597330061,158.34732709151314,269,563.7873866851442,563.7918708762154
main__fr_est_strong__seed0__N1024__T250000__a1.5__7f7e345fcf3f,main,fr_est_strong,fr_estimated,0,250000,1024,1.5,0.2,0.005,0.02,5,20000,2.0,c5d511ebc56a,wca_prod_v1,False,8730,0.03322742429394347,0.26348426654144785,39.67853012448346,0.02014683628535674,0.039034276267623964,0.03550971356545026,0.24649635178517726,0.30572215024925836,0.21665907058912834,44.5633659158521,87,619.102291398216,619.106959419325
main__fr_est_strong__seed123__N1024__T250000__a1.5__701b8111f6c9,main,fr_est_strong,fr_estimated,123,250000,1024,1.5,0.2,0.005,0.02,5,20000,2.0,27f1fa32aede,wca_prod_v1,False,8936,0.03475291315693025,0.2595812648194187,33.77998471607724,0.010856594964570504,0.03822720482078276,0.04461228128858682,0.22637894533027433,0.30732684398836746,0.22043233994061587,43.556367865747276,76,594.6031791237183,594.6078231763095
main__fr_est_strong__seed1__N1024__T250000__a1.5__aae6925279e9,main,fr_est_strong,fr_estimated,1,250000,1024,1.5,0.2,0.005,0.02,5,20000,2.0,a44a007898cf,wca_prod_v1,False,8993,0.03583365603378985,0.2725968527351238,39.24014424382629,0.014541694195579876,0.04071250947919997,0.04343657945558987,0.23277212378561293,0.3210772507869163,0.23880249213346622,53.822810799712556,94,585.3539765910245,585.3585807140917
main__fr_est_strong__seed2__N1024__T250000__a1.5__97bc7a9af56d,main,fr_est_strong,fr_estimated,2,250000,1024,1.5,0.2,0.005,0.02,5,20000,2.0,5c4d0689426c,wca_prod_v1,False,8968,0.031819169220924794,0.2377602604244231,31.845648711085026,0.011494920250517349,0.03308737116438376,0.042603006190787884,0.20830314077352852,0.28343828845923785,0.1965881814495496,45.25966850828729,88,442.49782839696854,442.50239145895466
main__fr_est_strong__seed3__N1024__T250000__a1.5__8234b9593ff2,main,fr_est_strong,fr_estimated,3,250000,1024,1.5,0.2,0.005,0.02,5,20000,2.0,0ab6030e6570,wca_prod_v1,False,8782,0.03440920680617078,0.2434330629926324,38.24081927469017,0.010715673179320677,0.03600288478417467,0.04626798402398286,0.20600196424938672,0.28841682971672267,0.21214176213922986,26.457811869196608,87,440.2893744572066,440.29402053775266
main__fr_est_strong__seed42__N1024__T250000__a1.5__4fef9e1f7331,main,fr_est_strong,fr_estimated,42,250000,1024,1.5,0.2,0.005,0.02,5,20000,2.0,1daa81a56e05,wca_prod_v1,False,9053,0.032446875186978856,0.25842466187829344,38.48354728148601,0.013302847111015937,0.037328643687330625,0.03866070122316242,0.22556495242619046,0.30980678035400205,0.21095689538727697,41.65975367500993,84,570.4825039897114,570.4871121807955
main__fr_est_strong__seed4__N1024__T250000__a1.5__b0f686f8d0bf,main,fr_est_strong,fr_estimated,4,250000,1024,1.5,0.2,0.005,0.02,5,20000,2.0,1d39cd5fb928,wca_prod_v1,False,8831,0.03254883763959668,0.2617224710539517,37.19081934575807,0.01478859348930065,0.037217531817718336,0.03860422558021155,0.22888112961862347,0.3115828002981113,0.21783918551526257,52.995855655514,99,569.822205315344,569.826703815721
main__fr_est_strong__seed5__N1024__T250000__a1.5__61613572910a,main,fr_est_strong,fr_estimated,5,250000,1024,1.5,0.2,0.005,0.02,5,20000,2.0,8bcc2cc89cce,wca_prod_v1,False,9142,0.03449384322484508,0.25330278814862667,35.15711840664946,0.010349050747631077,0.038057745493096866,0.04421808942859179,0.2135167845063018,0.30602667355102553,0.20958523871523416,40.620438521732396,83,625.533577542752,625.5381911243312
main__fr_est_strong__seed6__N1024__T250000__a1.5__a79cd3bd8680,main,fr_est_strong,fr_estimated,6,250000,1024,1.5,0.2,0.005,0.02,5,20000,2.0,c2beca8e3400,wca_prod_v1,False,8913,0.03264117815051195,0.2644045204331256,35.73038921252807,0.01506916376095269,0.03684732988786806,0.03923795099559915,0.24329247258184797,0.30392546795521275,0.22837097249008878,50.34453620126752,92,587.8650020551868,587.8696334860288
main__fr_est_strong__seed7__N1024__T250000__a1.5__817cdb8cf445,main,fr_est_strong,fr_estimated,7,250000,1024,1.5,0.2,0.005,0.02,5,20000,2.0,797424358a8d,wca_prod_v1,False,8686,0.03108860275702246,0.2535503679740922,45.98087788988241,0.013045674121374383,0.03510551142403017,0.03786081663666019,0.20383142639797855,0.3021163951328162,0.2282435128724468,47.02978112665949,89,577.0018148948438,577.0064126262441
main__fr_est_tuned__seed0__N1024__T250000__a1.5__50f9d714610f,main,fr_est_tuned,fr_estimated,0,250000,1024,1.5,0.1,0.005,0.02,5,20000,2.0,0d55124d2fc4,wca_prod_v1,False,4990,0.034187349648452624,0.25477156144879604,42.496300879979295,0.04972224996085102,0.03154387981348708,0.012461153955533454,0.2740871511286727,0.31598894476076445,0.08779696250344571,90.11481608800275,148,442.57170202210546,442.5763105438091
main__fr_est_tuned__seed123__N1024__T250000__a1.5__aa2d05bd98b7,main,fr_est_tuned,fr_estimated,123,250000,1024,1.5,0.1,0.005,0.02,5,20000,2.0,aae30da99921,wca_prod_v1,False,5039,0.03707983751531786,0.258396180229033,43.60715147375486,0.05449998583917795,0.032448411931006414,0.01666710526068831,0.2777686131471297,0.32105767735230306,0.08703407413835638,93.9584229390681,173,436.90511182742193,436.9097519777715
main__fr_est_tuned__seed1__N1024__T250000__a1.5__6a27341329a4,main,fr_est_tuned,fr_estimated,1,250000,1024,1.5,0.1,0.005,0.02,5,20000,2.0,f673500c1b49,wca_prod_v1,False,5044,0.033490717569565134,0.24386656422502287,45.466275922273034,0.049581949157353665,0.0280644606792344,0.017202414274018016,0.2638660505821281,0.30119860701025136,0.08383715538368983,84.0609267275934,155,570.1323010600172,570.1369513319805
main__fr_est_tuned__seed2__N1024__T250000__a1.5__73e030ccbf02,main,fr_est_tuned,fr_estimated,2,250000,1024,1.5,0.1,0.005,0.02,5,20000,2.0,4c3f16c6f743,wca_prod_v1,False,4907,0.039578390756039826,0.24733877464339502,44.597739210301235,0.059511900150994106,0.028859616437717905,0.02584959101430111,0.27996759697273105,0.2988044671133121,0.07872561198356472,93.50597467451401,165,566.8262419267558,566.8307659989223
main__fr_est_tuned__seed3__N1024__T250000__a1.5__e159fef80f1d,main,fr_est_tuned,fr_estimated,3,250000,1024,1.5,0.1,0.005,0.02,5,20000,2.0,640af17db2a6,wca_prod_v1,False,4969,0.03784131042322447,0.25810271341063656,45.16591502562861,0.056196470765521776,0.031315364442176204,0.019681466665451126,0.2811252014331837,0.3185962504975154,0.08385708705057225,76.32668510700248,151,623.390315183904,623.3948851157911
main__fr_est_tuned__seed42__N1024__T250000__a1.5__893ecc6d4627,main,fr_est_tuned,fr_estimated,42,250000,1024,1.5,0.1,0.005,0.02,5,20000,2.0,312ae6a8d949,wca_prod_v1,False,4937,0.03612673170668096,0.2588051547412694,44.876456924171855,0.05296077517486575,0.03218651400150988,0.015152275800238223,0.2875702004372758,0.31295433563972147,0.09941902985754034,94.48333032978915,166,588.2525559458882,588.2572199581191
main__fr_est_tuned__seed4__N1024__T250000__a1.5__bb8d58d13422,main,fr_est_tuned,fr_estimated,4,250000,1024,1.5,0.1,0.005,0.02,5,20000,2.0,fc5da7766060,wca_prod_v1,False,5136,0.03582157087494943,0.2427957127366844,49.23659914453244,0.05325230537453116,0.0287634505332935,0.02018350588933342,0.25961438874693,0.3009663573023003,0.08967647617670788,84.671834625323,141,582.6882544257678,582.6928628981113
main__fr_est_tuned__seed5__N1024__T250000__a1.5__69d4d433c1d8,main,fr_est_tuned,fr_estimated,5,250000,1024,1.5,0.1,0.005,0.02,5,20000,2.0,f29376a0864a,wca_prod_v1,False,5089,0.03195970012612477,0.23657594770533655,42.09028809244112,0.04694039981720203,0.028472236299769277,0.013165609935527227,0.2732672399149415,0.27700309557543656,0.09991963312519792,84.53531118993872,157,442.46239692531526,442.4670016360469
main__fr_est_tuned__seed6__N1024__T250000__a1.5__4655632c2fa5,main,fr_est_tuned,fr_estimated,6,250000,1024,1.5,0.1,0.005,0.02,5,20000,2.0,51b81fc8b234,wca_prod_v1,False,5036,0.03609181917769132,0.25337250589304305,41.80435167885123,0.05344686783238183,0.030840119754222007,0.01704386787960824,0.27150186995203124,0.3148708050005824,0.08538064007880332,72.91905424200279,147,438.0976578122936,438.10233271401376
main__fr_est_tuned__seed7__N1024__T250000__a1.5__b6ea7231a541,main,fr_est_tuned,fr_estimated,7,250000,1024,1.5,0.1,0.005,0.02,5,20000,2.0,57cf477c2536,wca_prod_v1,False,4931,0.0376894944901858,0.2492048663686904,43.25681255243521,0.056325122472799076,0.030591949596139423,0.0199287553486386,0.2715655922646661,0.30669961036638255,0.08697182634863194,88.24911631038546,151,571.1190520860255,571.1236871471629
main__fr_oracle__seed0__N1024__T250000__a1.5__000e8ce4ca3f,main,fr_oracle,fr_oracle,0,250000,1024,1.5,0.1,0.005,0.02,5,20000,2.0,0d55124d2fc4,wca_prod_v1,False,4088,0.037623115510344175,0.24723921825956338,48.2344401834193,0.05663898121521083,0.026477719866450283,0.025847952669397493,0.29332700711631476,0.29150718981059465,0.06896447059260924,113.26161157917477,192,481.265490537975,481.2704002489336
main__fr_oracle__seed123__N1024__T250000__a1.5__59de6fe8fb90,main,fr_oracle,fr_oracle,123,250000,1024,1.5,0.1,0.005,0.02,5,20000,2.0,aae30da99921,wca_prod_v1,False,3978,0.03874140195763448,0.23949866267965234,47.56513367120016,0.058181454370552485,0.028408979089120594,0.025094533408645533,0.27004800853499866,0.28847343307505907,0.08530913909537727,97.83317783168502,189,503.97997088637203,503.98504637693986
main__fr_oracle__seed1__N1024__T250000__a1.5__826b71215836,main,fr_oracle,fr_oracle,1,250000,1024,1.5,0.1,0.005,0.02,5,20000,2.0,f673500c1b49,wca_prod_v1,False,4069,0.040419999854739194,0.2566815940981744,42.27670946447834,0.06073671075492789,0.031080152814545747,0.023841666245189068,0.28680476671615934,0.31227850812866,0.08346687942038271,95.2212132219397,183,490.04218054004014,490.04725386202335
main__fr_oracle__seed2__N1024__T250000__a1.5__b8ccc85af5df,main,fr_oracle,fr_oracle,2,250000,1024,1.5,0.1,0.005,0.02,5,20000,2.0,4c3f16c6f743,wca_prod_v1,False,4190,0.047533342141393216,0.2549315412379724,55.45818847965395,0.07107116809428123,0.03150180820341134,0.03610793334861223,0.28007560824245437,0.3157667327777389,0.06859162397488609,96.32335109314717,180,486.02788609592244,486.03290270781144
main__fr_oracle__seed3__N1024__T250000__a1.5__9ae503e14215,main,fr_oracle,fr_oracle,3,250000,1024,1.5,0.1,0.005,0.02,5,20000,2.0,640af17db2a6,wca_prod_v1,False,4000,0.038615132177369026,0.23872861043497234,44.05436996000544,0.05823422252749664,0.027411658736903956,0.025986399599163167,0.27688761211621177,0.2851779777694834,0.06869741079558676,101.6062015503876,196,429.9448775118217,429.9495727131143
main__fr_oracle__seed42__N1024__T250000__a1.5__4fc1fbfebcf1,main,fr_oracle,fr_oracle,42,250000,1024,1.5,0.1,0.005,0.02,5,20000,2.0,312ae6a8d949,wca_prod_v1,False,4131,0.036343802783860436,0.2475811184758745,44.1431241830067,0.05387072999569308,0.02967945275607088,0.02001560267641957,0.25199840814191227,0.31774588187350755,0.0718965519787625,100.78585159554018,175,426.56472335290164,426.56952324602753
main__fr_oracle__seed4__N1024__T250000__a1.5__cb1b9eb642f0,main,fr_oracle,fr_oracle,4,250000,1024,1.5,0.1,0.005,0.02,5,20000,2.0,fc5da7766060,wca_prod_v1,False,4028,0.04102386262192604,0.24976847692370058,43.53443740922359,0.06157887865589838,0.029002168569883333,0.02847621579413273,0.26564208507177245,0.31542274817038435,0.061711525576646616,95.56835581480131,201,482.39510492188856,482.3999095540494
main__fr_oracle__seed5__N1024__T250000__a1.5__58900221fce1,main,fr_oracle,fr_oracle,5,250000,1024,1.5,0.1,0.005,0.02,5,20000,2.0,f29376a0864a,wca_prod_v1,False,4134,0.03635521873498337,0.24531771238371827,46.54616019892427,0.05410582076574094,0.029169990600578122,0.020494333622755677,0.25257188469232067,0.31256698821704293,0.075060034725005,99.16550028371478,189,484.0817561848089,484.086728066206
main__fr_oracle__seed6__N1024__T250000__a1.5__5d8d7b28e148,main,fr_oracle,fr_oracle,6,250000,1024,1.5,0.1,0.005,0.02,5,20000,2.0,51b81fc8b234,wca_prod_v1,False,4026,0.0376685297597681,0.24737377855050363,40.712809530986426,0.05666476727678693,0.028007797614132888,0.02377276930495588,0.2770491589789432,0.3008350823544723,0.07809703407356226,117.52701188074423,204,484.3109726519324,484.31602526502684
main__fr_oracle__seed7__N1024__T250000__a1.5__0c08edfa00fe,main,fr_oracle,fr_oracle,7,250000,1024,1.5,0.1,0.005,0.02,5,20000,2.0,57cf477c2536,wca_prod_v1,False,4111,0.040048913002657,0.26546983824405596,48.56465245876741,0.06008018865478338,0.03194106547621408,0.021806617215105066,0.2995091338395875,0.3242830724085833,0.06708185603828831,101.48819202477739,185,490.0060670170933,490.0112329996191
main__fr_uniform__seed0__N1024__T250000__a1.5__b6226951c345,main,fr_uniform,fr_uniform,0,250000,1024,1.5,0.1,0.005,0.02,5,20000,2.0,0d55124d2fc4,wca_prod_v1,False,4980,0.03509673192780218,0.25212149419619495,44.14693999231234,0.05136593075536887,0.03168666115898494,0.013824165469478107,0.2880377328373561,0.2983168539250037,0.10107878275423428,84.27712586400901,163,502.8231329517439,502.82765166368335
main__fr_uniform__seed123__N1024__T250000__a1.5__e4e516fb3535,main,fr_uniform,fr_uniform,123,250000,1024,1.5,0.1,0.005,0.02,5,20000,2.0,aae30da99921,wca_prod_v1,False,5021,0.02979432062184267,0.23384051628936822,36.24494766562019,0.04370876894695172,0.025311634252441446,0.015587520931258085,0.2417528545569019,0.29945761721509906,0.06167894063237473,94.2455509617113,160,430.2202796363272,430.2249029870145
main__fr_uniform__seed1__N1024__T250000__a1.5__459b99c791a9,main,fr_uniform,fr_uniform,1,250000,1024,1.5,0.1,0.005,0.02,5,20000,2.0,f673500c1b49,wca_prod_v1,False,4988,0.038226841342974646,0.2529056607634778,38.829725318910135,0.05657762820224916,0.03087350436431192,0.02175870142290052,0.2606841102376424,0.3190473853325006,0.09354568898800539,93.0909090909091,168,429.06231230311096,429.0669324239716
main__fr_uniform__seed2__N1024__T250000__a1.5__d3fa7e7a8f84,main,fr_uniform,fr_uniform,2,250000,1024,1.5,0.1,0.005,0.02,5,20000,2.0,4c3f16c6f743,wca_prod_v1,False,4907,0.03974129109228288,0.2622138321844218,45.01685395609281,0.05895795840073405,0.03289124858824724,0.02074472657900448,0.28072412726356405,0.32311496546007307,0.10372709133289991,90.61320428620809,165,480.42479782318696,480.4293750138022
main__fr_uniform__seed3__N1024__T250000__a1.5__bedb555332b3,main,fr_uniform,fr_uniform,3,250000,1024,1.5,0.1,0.005,0.02,5,20000,2.0,640af17db2a6,wca_prod_v1,False,5107,0.04081030097990733,0.26809853931305233,45.08909449257746,0.06020969545350495,0.03513035981223935,0.01921804763717807,0.2821020538067033,0.3379769942139495,0.08134132935643908,94.17783366265493,164,483.22964044474065,483.2341351066716
main__fr_uniform__seed42__N1024__T250000__a1.5__e28a0fac0075,main,fr_uniform,fr_uniform,42,250000,1024,1.5,0.1,0.005,0.02,5,20000,2.0,312ae6a8d949,wca_prod_v1,False,5059,0.039721300031738266,0.2620598585180579,46.11394074266115,0.05871332703367425,0.0338707539596364,0.018984224597668013,0.2916867680124617,0.3144747270922451,0.10808627453551962,91.67476831613918,160,504.482651906088,504.4872605577111
main__fr_uniform__seed4__N1024__T250000__a1.5__286ece7deeb7,main,fr_uniform,fr_uniform,4,250000,1024,1.5,0.1,0.005,0.02,5,20000,2.0,fc5da7766060,wca_prod_v1,False,5154,0.03296874992886006,0.24553504389771083,38.032978990970705,0.04794033135974953,0.02996855324267063,0.013342695808083647,0.26123943257804877,0.30388048597353906,0.09774645501829228,86.24576410593848,151,486.8988828919828,486.90342566370964
main__fr_uniform__seed5__N1024__T250000__a1.5__2aed29cc039c,main,fr_uniform,fr_uniform,5,250000,1024,1.5,0.1,0.005,0.02,5,20000,2.0,f29376a0864a,wca_prod_v1,False,5008,0.03156565572213672,0.24071206652151278,42.409628350412305,0.045636466551870127,0.028930845626714427,0.012923450069552792,0.2533909932743363,0.3001735226187328,0.09352440029088184,86.68783068783068,162,496.4555466589518,496.4602280599065
main__fr_uniform__seed6__N1024__T250000__a1.5__cc36401fa015,main,fr_uniform,fr_uniform,6,250000,1024,1.5,0.1,0.005,0.02,5,20000,2.0,51b81fc8b234,wca_prod_v1,False,4923,0.036139711497096265,0.2528179168659843,45.60877083259045,0.053316031827829555,0.031111236484017892,0.01691246506182497,0.27096289593316325,0.3123405527910378,0.0946788598534069,81.49976682729675,152,429.5892486809753,429.5938911330886
main__fr_uniform__seed7__N1024__T250000__a1.5__d7d3e2395575,main,fr_uniform,fr_uniform,7,250000,1024,1.5,0.1,0.005,0.02,5,20000,2.0,57cf477c2536,wca_prod_v1,False,4807,0.040110656044134406,0.24752329002434612,46.04898757891845,0.05997149379862917,0.0313022494647203,0.023466388330466225,0.26252672554381207,0.3078943639955203,0.08929743761772167,89.79071758862818,157,429.6522696330212,429.6569341546856
pilot__abf__seed123__N1024__T150000__a1.5__6b1a8b810ab9,pilot,abf,abf,123,150000,1024,1.5,0.0,0.005,0.02,5,20000,2.0,662fd788d397,wca_prod_v1,False,0,0.08742311393704419,0.3451599462156374,47.497104210329645,0.1263175571133218,0.042521300981722535,0.08790897896777117,0.39000600066040175,0.4099590292656501,0.12613175963493256,nan,1024,218.51128543773666,218.5221176124178
