stage,name,method,n_steps,n_replicas,a,t,l2_f_median,l2_f_q25,l2_f_q75,l2_fp_median,l2_fp_q25,l2_fp_q75,repl_cumulative_median,n_seeds
difficulty_crowding,abf,abf,250000,1024,1.35,455.0,0.36773388484923136,0.363367953680215,0.3702874173208497,1.2173695820919919,1.2092000862058248,1.2219216969587532,0.0,5
difficulty_crowding,abf,abf,250000,1024,1.35,460.0,0.3664381108451771,0.3639624012094511,0.37049337797087906,1.2116637612130894,1.210870991135581,1.220273047788366,0.0,5
difficulty_crowding,abf,abf,250000,1024,1.35,465.0,0.36739362255402697,0.36426593304623717,0.37020305364606254,1.2168440694033613,1.2098333930237268,1.2200661849054975,0.0,5
difficulty_crowding,abf,abf,250000,1024,1.35,470.0,0.36748307205186304,0.36435228117426344,0.36947162714224574,1.2162921836119247,1.2088926325866234,1.2184778470431505,0.0,5
difficulty_crowding,abf,abf,250000,1024,1.35,475.0,0.36832165525466315,0.36366576544307316,0.3693078513109223,1.217417683841574,1.2062371071140197,1.220406393882677,0.0,5
difficulty_crowding,abf,abf,250000,1024,1.35,480.0,0.36815578026153417,0.3630142061748403,0.3691448349532992,1.2185236378760074,1.2067540449016256,1.2202789790325363,0.0,5
difficulty_crowding,abf,abf,250000,1024,1.35,485.0,0.36828324878255325,0.3626752491594046,0.3693907010191919,1.2206938326906287,1.2079858423300849,1.2209401770670765,0.0,5
difficulty_crowding,abf,abf,250000,1024,1.35,490.0,0.3674364845382154,0.3628527847627712,0.3692246609075487,1.2158264575329385,1.2090485342669761,1.2220825711710448,0.0,5
difficulty_crowding,abf,abf,250000,1024,1.35,495.0,0.36649457721843537,0.36242701728966037,0.36899720640790556,1.2127040767975308,1.2099059872071452,1.2219701435623138,0.0,5
difficulty_crowding,abf,abf,250000,1024,1.35,500.0,0.3648765892198591,0.3629054535504329,0.3695282566900208,1.2083942960104876,1.2077779507049504,1.2253677288374354,0.0,5
difficulty_crowding,abf,abf,250000,1024,1.5,0.0,1.0128246046204876,1.01282457718194,1.0128246200469422,6.0293198910457875,6.029319797510947,6.029319892865136,0.0,5
difficulty_crowding,abf,abf,250000,1024,1.5,5.0,0.9837351500016599,0.9334514065320428,1.0013253197192598,2.6587649915040017,2.55531420329185,2.7830662426068113,0.0,5
difficulty_crowding,abf,abf,250000,1024,1.5,10.0,0.6021093514630899,0.5568360789269082,0.6147767168178725,1.6933806012671235,1.611597645116856,1.7702337992613513,0.0,5
difficulty_crowding,abf,abf,250000,1024,1.5,15.0,0.3807208961017104,0.3614346811645961,0.3825218582276598,1.1805098516581838,1.1697724859148688,1.1930134760223414,0.0,5
difficulty_crowding,abf,abf,250000,1024,1.5,20.0,0.505269309113076,0.49764739448334294,0.8836050367187521,6.506799610835696,6.365232175142384,6.824684851669975,0.0,5
difficulty_crowding,abf,abf,250000,1024,1.5,25.0,0.17351890051346003,0.11729808840270523,0.1805288342657382,0.6005395498867249,0.5423960588182475,0.6108667429834241,0.0,5
